,coffee_id,species,country_of_origin,continent,total_cup_points,cupper_points,aroma,flavor,aftertaste,acidity,body,balance,high_quality
1073,1074,Arabica,Myanmar,Asia,80.5,7.08,7.17,7.33,7.17,7.42,7.25,7.08,0
1074,1075,Arabica,Guatemala,North America,80.5,7.17,7.5,7.17,6.83,7.5,7.17,7.17,0
1075,1076,Arabica,Brazil,South America,80.5,7.42,7.42,7.42,7.08,7.33,7.67,7.5,0
1076,1077,Arabica,United States of America,North America,80.5,7.17,7.42,7.33,7.33,7.58,7.58,7.42,0
1077,1078,Arabica,Guatemala,North America,80.5,6.67,7.5,7.5,7.0,7.67,7.17,7.0,0
1078,1079,Arabica,Mexico,North America,80.5,7.17,7.25,7.25,7.08,7.33,7.25,7.17,0
1079,1080,Arabica,Honduras,North America,80.42,7.0,7.25,7.42,7.0,7.42,7.33,7.0,0
1080,1081,Arabica,Taiwan,Asia,80.42,7.0,7.58,7.17,7.17,7.17,7.17,7.17,0
1081,1082,Arabica,El Salvador,North America,80.42,7.25,7.33,7.17,7.08,7.08,7.33,7.17,0
1082,1083,Arabica,China,Asia,80.42,7.17,7.25,7.08,7.25,7.17,7.33,7.17,0
1083,1084,Arabica,Taiwan,Asia,80.42,7.0,7.25,7.25,7.17,7.25,7.25,7.25,0
1084,1085,Arabica,Mexico,North America,80.42,7.25,6.92,7.17,7.08,7.5,7.33,7.17,0
1085,1086,Arabica,Mexico,North America,80.42,7.08,7.42,7.08,7.08,7.33,7.25,7.17,0
1086,1087,Arabica,Burundi,Africa,80.33,7.33,7.08,7.25,7.17,7.33,7.08,7.08,0
1087,1088,Arabica,Tanzania,Africa,80.33,7.17,7.25,7.17,7.0,7.25,7.42,7.08,0
1088,1089,Arabica,Tanzania,Africa,80.33,7.08,7.25,7.17,7.25,7.25,7.25,7.08,0
1089,1090,Arabica,Taiwan,Asia,80.33,7.0,7.25,7.25,7.08,7.25,7.25,7.25,0
1090,1091,Arabica,Guatemala,North America,80.33,7.17,7.33,7.33,6.83,7.5,7.0,7.17,0
1091,1092,Arabica,Mexico,North America,80.33,7.08,7.25,7.08,7.08,7.33,7.33,7.17,0
1092,1093,Arabica,United States of America,North America,80.33,7.08,7.17,7.5,6.92,7.33,7.67,7.33,0
1093,1094,Arabica,Ethiopia,Africa,80.33,7.08,7.25,7.25,7.25,7.33,7.5,8.0,0
1094,1095,Arabica,Brazil,South America,80.25,7.25,7.17,7.33,7.42,7.08,7.0,7.0,0
1095,1096,Arabica,Honduras,North America,80.25,7.33,7.25,7.25,7.0,7.0,7.42,7.0,0
1096,1097,Arabica,Mexico,North America,80.25,7.17,7.25,7.17,7.0,7.33,7.33,7.0,0
1097,1098,Arabica,Myanmar,Asia,80.25,6.83,8.0,7.08,7.0,7.33,7.08,6.92,0
1098,1099,Arabica,Myanmar,Asia,80.25,7.25,7.42,7.0,7.08,7.0,7.17,7.33,0
1099,1100,Arabica,Nicaragua,North America,80.25,7.25,7.08,6.92,7.0,7.25,7.5,7.25,0
1100,1101,Arabica,United States of America,North America,80.25,7.33,7.5,7.08,7.67,7.67,7.42,7.58,0
1101,1102,Arabica,Colombia,South America,80.25,7.58,7.42,8.0,7.83,7.75,8.08,7.58,0
1102,1103,Arabica,Taiwan,Asia,80.25,7.0,7.25,7.08,7.25,7.25,7.17,7.25,0
1103,1104,Arabica,Guatemala,North America,80.25,7.25,7.0,7.17,7.33,7.33,7.0,7.17,0
1104,1105,Arabica,Mexico,North America,80.25,7.17,7.58,7.33,7.17,7.25,6.75,7.0,0
1105,1106,Arabica,Vietnam,Asia,80.17,7.25,7.42,7.25,7.25,7.58,7.42,7.33,0
1106,1107,Arabica,Nicaragua,North America,80.17,7.17,7.17,7.08,7.08,7.33,7.25,7.08,0
1107,1108,Arabica,Honduras,North America,80.17,7.33,7.25,7.25,7.0,7.17,7.08,7.08,0
1108,1109,Arabica,Guatemala,North America,80.17,7.0,7.33,7.33,7.0,7.17,7.17,7.17,0
1109,1110,Arabica,Mexico,North America,80.17,7.08,7.33,7.08,6.92,7.42,7.25,7.08,0
1110,1111,Arabica,Mexico,North America,80.17,7.42,7.58,7.42,7.33,7.5,7.08,7.17,0
1111,1112,Arabica,Mexico,North America,80.17,7.0,7.33,7.33,7.17,7.08,7.25,7.0,0
1112,1113,Arabica,Guatemala,North America,80.17,7.17,7.33,7.33,7.0,7.33,7.0,7.0,0
1113,1114,Arabica,United States of America,North America,80.17,7.42,7.58,7.5,7.33,7.33,7.67,7.33,0
1114,1115,Arabica,Brazil,South America,80.08,7.08,7.17,7.17,7.0,7.17,7.25,7.25,0
1115,1116,Arabica,Taiwan,Asia,80.08,7.0,7.42,7.25,7.25,7.17,7.0,7.0,0
1116,1117,Arabica,Nicaragua,North America,80.08,7.08,7.25,7.17,6.92,7.25,7.17,7.25,0
1117,1118,Arabica,Taiwan,Asia,80.08,7.0,7.25,7.25,7.25,7.25,7.08,7.0,0
1118,1119,Arabica,Taiwan,Asia,80.08,7.0,7.25,7.25,7.25,7.0,7.25,7.08,0
1119,1120,Arabica,Taiwan,Asia,80.08,7.0,7.25,7.25,7.25,7.08,7.17,7.08,0
1120,1121,Arabica,Mexico,North America,80.08,7.08,7.33,7.17,7.25,7.08,7.08,7.08,0
1121,1122,Arabica,Mexico,North America,80.08,7.08,7.25,7.08,7.0,7.17,7.33,7.17,0
1122,1123,Arabica,Nicaragua,North America,80.0,7.0,7.33,7.08,6.92,7.08,7.42,7.17,0
1123,1124,Arabica,Myanmar,Asia,80.0,6.92,7.17,7.33,7.0,7.42,7.17,7.0,0
1124,1125,Arabica,Mexico,North America,80.0,7.42,7.58,7.75,7.42,7.5,7.5,7.5,0
1125,1126,Arabica,Taiwan,Asia,80.0,7.0,7.25,7.25,7.25,7.0,7.25,7.0,0
1126,1127,Arabica,Thailand,Asia,80.0,7.0,7.33,6.67,7.08,7.42,7.42,7.08,0
1127,1128,Arabica,Mexico,North America,80.0,7.25,7.25,7.25,7.08,7.17,7.33,7.33,0
1128,1129,Arabica,Mexico,North America,80.0,7.17,7.08,7.33,7.0,7.33,7.08,7.0,0
1129,1130,Arabica,Ethiopia,Africa,80.0,7.75,7.42,7.42,7.5,7.92,7.75,7.58,0
1130,1131,Arabica,Colombia,South America,79.92,7.42,7.83,7.67,7.58,7.75,7.83,7.17,0
1131,1132,Arabica,United States of America,North America,79.92,7.0,7.5,7.0,7.0,6.92,7.33,7.17,0
1132,1133,Arabica,Mexico,North America,79.92,7.17,7.33,7.08,7.08,7.33,7.42,7.17,0
1133,1134,Arabica,Mexico,North America,79.92,7.0,7.17,7.17,6.92,7.25,7.33,7.08,0
1134,1135,Arabica,Mexico,North America,79.92,6.75,7.5,7.17,7.0,7.17,7.25,7.08,0
1135,1136,Arabica,Mexico,North America,79.92,7.33,7.17,7.08,7.08,7.08,7.5,7.33,0
1136,1137,Arabica,Mexico,North America,79.92,7.25,7.33,7.25,7.0,7.42,7.17,7.17,0
1137,1138,Arabica,Mexico,North America,79.92,7.0,7.17,7.33,7.08,7.58,7.33,7.08,0
1138,1139,Arabica,United States of America,North America,79.92,7.58,7.5,7.42,7.58,7.42,7.5,7.58,0
1139,1140,Arabica,Kenya,Africa,79.83,7.08,7.0,7.08,7.0,7.17,7.25,7.25,0
1140,1141,Arabica,Guatemala,North America,79.83,7.08,7.33,7.25,6.92,7.33,7.25,7.33,0
1141,1142,Arabica,Nicaragua,North America,79.83,7.17,6.83,7.17,7.17,6.92,7.5,7.08,0
1142,1143,Arabica,Mexico,North America,79.83,6.83,7.17,7.08,7.0,7.25,7.5,7.0,0
1143,1144,Arabica,United States of America,North America,79.83,7.17,7.58,7.08,6.83,7.17,7.5,7.17,0
1144,1145,Arabica,Guatemala,North America,79.75,7.25,7.5,7.42,7.25,7.58,7.33,7.42,0
1145,1146,Arabica,Taiwan,Asia,79.75,7.33,7.75,7.33,7.17,7.33,7.67,7.83,0
1146,1147,Arabica,Taiwan,Asia,79.75,7.0,7.08,7.08,7.25,7.0,7.17,7.17,0
1147,1148,Arabica,Thailand,Asia,79.75,7.0,7.25,7.08,6.92,7.5,7.08,6.92,0
1148,1149,Arabica,Peru,South America,79.75,7.17,7.0,7.08,7.0,7.25,7.5,7.42,0
1149,1150,Arabica,Costa Rica,North America,79.75,8.0,7.58,7.5,7.67,7.75,7.67,7.58,0
1150,1151,Arabica,Mexico,North America,79.75,6.67,7.58,7.08,7.0,7.0,7.5,6.92,0
1151,1152,Arabica,Mexico,North America,79.75,6.83,7.58,7.08,6.92,7.58,7.5,6.92,0
1152,1153,Arabica,Mexico,North America,79.75,7.0,7.25,7.08,7.0,7.17,7.17,7.08,0
1153,1154,Arabica,Mexico,North America,79.75,6.92,7.25,7.17,7.17,7.08,7.17,7.0,0
1154,1155,Arabica,Mexico,North America,79.75,7.0,7.33,7.25,7.0,7.08,7.08,7.0,0
1155,1156,Arabica,Guatemala,North America,79.75,7.67,7.58,7.33,7.5,7.33,7.0,7.33,0
1156,1157,Arabica,Mexico,North America,79.75,7.33,7.25,6.83,6.92,7.08,7.25,7.08,0
1157,1158,Arabica,Guatemala,North America,79.67,7.25,7.42,7.42,7.25,7.58,7.42,7.33,0
1158,1159,Arabica,El Salvador,North America,79.67,7.0,7.25,7.08,7.0,6.83,7.33,7.17,0
1159,1160,Arabica,Thailand,Asia,79.67,7.08,6.92,7.17,6.83,7.42,7.17,7.08,0
1160,1161,Arabica,Guatemala,North America,79.67,7.0,7.5,7.0,6.83,7.08,7.08,7.17,0
1161,1162,Arabica,Mexico,North America,79.67,6.83,7.42,7.25,6.83,7.58,7.17,6.58,0
1162,1163,Arabica,Mexico,North America,79.67,7.33,7.33,7.17,7.0,6.75,7.08,7.0,0
1163,1164,Arabica,Mexico,North America,79.67,7.08,6.92,7.17,7.17,7.17,7.08,7.08,0
1164,1165,Arabica,Thailand,Asia,79.67,7.17,7.17,7.17,7.0,7.0,7.25,6.92,0
1165,1166,Arabica,Mexico,North America,79.58,6.92,7.08,7.0,6.92,7.33,7.25,7.08,0
1166,1167,Arabica,Mexico,North America,79.58,6.92,7.25,6.92,6.92,7.33,7.25,7.0,0
1167,1168,Arabica,Colombia,South America,79.58,6.92,7.25,7.17,7.0,6.75,7.17,7.33,0
1168,1169,Arabica,Guatemala,North America,79.58,7.08,7.08,7.0,6.83,7.33,7.25,7.0,0
1169,1170,Arabica,Nicaragua,North America,79.5,7.0,6.92,6.92,7.0,7.42,7.25,7.0,0
1170,1171,Arabica,Taiwan,Asia,79.5,7.0,6.92,7.0,7.17,7.0,7.42,7.0,0
1171,1172,Arabica,Colombia,South America,79.5,7.5,7.83,7.5,7.42,7.42,7.67,7.5,0
1172,1173,Arabica,Mexico,North America,79.5,7.0,7.25,7.08,6.92,7.25,7.58,7.08,0
1173,1174,Arabica,Mexico,North America,79.5,7.0,7.25,7.33,7.0,7.25,7.17,7.17,0
1174,1175,Arabica,Guatemala,North America,79.42,7.42,7.08,7.33,7.25,7.58,7.33,7.42,0
1175,1176,Arabica,Guatemala,North America,79.42,6.83,7.25,7.33,6.83,7.0,7.0,7.17,0
1176,1177,Arabica,Mexico,North America,79.42,6.83,7.0,6.83,6.83,7.42,7.33,7.17,0
1177,1178,Arabica,Cote d?Ivoire,,79.33,7.08,7.42,7.25,6.83,7.0,7.33,7.08,0
1178,1179,Arabica,Colombia,South America,79.33,7.33,7.42,7.25,6.75,7.25,7.42,7.25,0
1179,1180,Arabica,Mexico,North America,79.33,6.83,7.0,7.0,6.83,7.33,7.42,6.92,0
1180,1181,Arabica,Mexico,North America,79.33,7.0,7.42,7.17,7.08,7.17,7.08,7.08,0
1181,1182,Arabica,Guatemala,North America,79.33,7.17,7.17,6.5,6.33,7.25,7.58,7.33,0
1182,1183,Arabica,Taiwan,Asia,79.25,6.75,7.08,6.83,6.83,7.25,7.42,7.08,0
1183,1184,Arabica,Mexico,North America,79.25,6.92,7.0,7.0,6.92,7.17,7.17,7.08,0
1184,1185,Arabica,Guatemala,North America,79.17,7.42,7.33,7.42,7.33,7.42,7.5,7.42,0
1185,1186,Arabica,Honduras,North America,79.17,7.0,7.58,7.0,6.75,6.92,7.0,6.92,0
1186,1187,Arabica,Guatemala,North America,79.17,6.83,7.08,7.0,6.92,7.42,7.0,6.92,0
1187,1188,Arabica,Guatemala,North America,79.17,6.83,7.25,7.17,6.75,7.25,7.0,6.92,0
1188,1189,Arabica,Costa Rica,North America,79.17,7.33,7.17,7.42,7.5,8.0,7.25,7.83,0
1189,1190,Arabica,Mexico,North America,79.17,7.17,7.25,7.08,6.92,7.08,7.17,7.17,0
1190,1191,Arabica,Mexico,North America,79.17,6.92,7.17,6.92,6.92,7.08,7.17,7.0,0
1191,1192,Arabica,Mexico,North America,79.17,6.92,6.75,6.75,6.83,7.25,7.58,7.08,0
1192,1193,Arabica,Guatemala,North America,79.08,7.67,7.58,7.67,7.42,7.42,7.67,7.67,0
1193,1194,Arabica,United States of America,North America,79.08,6.92,7.42,7.08,6.75,7.33,7.33,6.92,0
1194,1195,Arabica,Mexico,North America,79.08,6.83,7.33,7.0,6.92,7.25,7.33,7.08,0
1195,1196,Arabica,Mexico,North America,79.08,6.92,7.25,7.08,6.75,7.33,7.42,7.0,0
1196,1197,Arabica,Mexico,North America,79.08,7.25,7.17,7.25,7.25,7.17,7.25,7.08,0
1197,1198,Arabica,,,79.08,7.25,6.75,6.75,6.42,6.83,7.58,7.5,0
1198,1199,Arabica,Guatemala,North America,79.0,6.58,7.33,7.17,6.58,7.42,7.08,6.83,0
1199,1200,Arabica,Honduras,North America,79.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
1200,1201,Arabica,Peru,South America,79.0,7.0,7.67,7.17,7.08,7.25,8.0,7.5,0
1201,1202,Arabica,Mexico,North America,79.0,7.0,6.75,7.08,6.67,7.25,7.17,7.08,0
1202,1203,Arabica,Mexico,North America,79.0,7.0,7.5,7.17,6.92,7.5,7.25,7.0,0
1203,1204,Arabica,Mexico,North America,79.0,6.83,7.17,6.83,6.83,7.25,7.17,6.92,0
1204,1205,Arabica,Mexico,North America,78.92,7.0,7.33,7.0,6.75,7.08,7.17,7.25,0
1205,1206,Arabica,Mexico,North America,78.92,6.75,7.5,7.0,6.92,7.08,6.92,6.75,0
1206,1207,Arabica,Nicaragua,North America,78.83,6.75,7.17,7.0,6.92,7.0,7.0,7.0,0
1207,1208,Arabica,United States of America,North America,78.75,7.17,7.5,6.92,6.92,7.25,7.58,7.42,0
1208,1209,Arabica,Guatemala,North America,78.75,6.75,7.33,7.08,6.33,7.25,7.0,7.0,0
1209,1210,Arabica,Mexico,North America,78.75,6.67,7.25,6.83,6.83,7.0,7.17,7.0,0
1210,1211,Arabica,Mexico,North America,78.75,7.0,7.25,7.33,7.17,7.25,7.08,7.0,0
1211,1212,Arabica,Mexico,North America,78.75,7.0,7.67,7.17,6.83,7.33,7.58,7.17,0
1212,1213,Arabica,China,Asia,78.67,7.08,7.0,6.92,6.83,7.17,7.17,7.17,0
1213,1214,Arabica,Mexico,North America,78.67,6.83,6.92,6.92,6.67,7.25,7.17,6.92,0
1214,1215,Arabica,Nicaragua,North America,78.58,6.92,7.08,7.0,6.75,6.83,7.08,6.92,0
1215,1216,Arabica,Nicaragua,North America,78.58,6.67,6.83,7.08,6.92,6.75,7.25,7.08,0
1216,1217,Arabica,Guatemala,North America,78.58,7.17,7.33,7.17,6.92,7.58,7.25,7.17,0
1217,1218,Arabica,Taiwan,Asia,78.58,6.67,6.83,6.75,7.17,7.25,7.0,6.92,0
1218,1219,Arabica,Mexico,North America,78.58,6.67,7.0,7.0,6.75,7.33,6.92,6.92,0
1219,1220,Arabica,Mexico,North America,78.58,7.5,7.92,7.58,7.58,7.92,7.92,7.5,0
1220,1221,Arabica,United States of America,North America,78.58,7.25,7.92,6.83,7.08,7.42,6.75,7.33,0
1221,1222,Arabica,Mexico,North America,78.5,7.17,7.25,6.75,6.92,6.92,7.25,7.58,0
1222,1223,Arabica,Mexico,North America,78.5,6.83,7.08,6.83,6.83,7.0,7.0,6.92,0
1223,1224,Arabica,Mexico,North America,78.5,6.92,7.25,7.17,7.0,6.83,7.58,7.08,0
1224,1225,Arabica,Brazil,South America,78.42,6.83,6.83,7.0,6.92,7.08,6.92,6.83,0
1225,1226,Arabica,Mexico,North America,78.42,7.17,7.58,7.17,7.0,7.17,7.33,7.0,0
1226,1227,Arabica,United States of America,North America,78.33,7.83,7.5,7.75,7.58,7.83,7.92,7.92,0
1227,1228,Arabica,Guatemala,North America,78.33,6.67,7.17,6.5,6.67,7.0,7.17,7.17,0
1228,1229,Arabica,Guatemala,North America,78.33,6.5,7.17,7.17,6.5,7.17,7.0,6.83,0
1229,1230,Arabica,Mexico,North America,78.33,7.75,7.25,7.25,7.0,7.5,7.33,7.42,0
1230,1231,Arabica,Guatemala,North America,78.33,7.0,7.17,6.08,6.17,7.25,7.33,7.33,0
1231,1232,Arabica,United States of America,North America,78.25,7.42,7.5,7.5,7.33,7.58,7.5,7.42,0
1232,1233,Arabica,United States of America,North America,78.25,7.25,7.42,7.33,7.33,7.5,7.67,7.75,0
1233,1234,Arabica,Indonesia,Asia,78.17,6.83,6.92,6.83,6.92,6.92,6.92,6.83,0
1234,1235,Arabica,Mexico,North America,78.08,6.75,7.08,6.83,6.67,7.25,7.25,6.92,0
1235,1236,Arabica,Taiwan,Asia,78.0,7.25,7.5,7.08,7.33,7.17,7.5,7.5,0
1236,1237,Arabica,Honduras,North America,78.0,6.67,6.83,7.0,6.67,7.0,7.0,6.83,0
1237,1238,Arabica,United States of America,North America,78.0,7.33,7.58,7.33,7.5,7.42,7.5,7.33,0
1238,1239,Arabica,Guatemala,North America,78.0,7.25,7.42,7.25,6.83,7.33,7.0,6.92,0
1239,1240,Arabica,China,Asia,78.0,7.17,7.33,7.17,6.92,7.08,7.33,7.0,0
1240,1241,Arabica,Guatemala,North America,78.0,6.67,7.0,6.83,6.83,7.17,6.67,6.83,0
1241,1242,Arabica,Mexico,North America,78.0,7.08,7.25,7.33,7.0,7.0,7.25,7.08,0
1242,1243,Arabica,Colombia,South America,78.0,7.08,7.42,7.17,7.0,7.17,7.67,7.17,0
1243,1244,Arabica,Costa Rica,North America,77.92,6.83,7.5,7.25,7.42,7.0,7.08,6.83,0
1244,1245,Arabica,Mexico,North America,77.92,6.92,7.42,7.25,7.0,7.0,7.25,7.08,0
1245,1246,Arabica,Guatemala,North America,77.92,7.17,7.17,6.17,6.17,7.08,7.33,6.83,0
1246,1247,Arabica,Nicaragua,North America,77.83,7.17,7.42,7.0,7.0,7.17,7.08,7.0,0
1247,1248,Arabica,Brazil,South America,77.83,6.67,7.0,6.75,6.67,6.83,7.08,6.83,0
1248,1249,Arabica,Guatemala,North America,77.83,6.5,7.0,6.83,6.67,7.17,6.83,6.83,0
1249,1250,Arabica,Taiwan,Asia,77.67,6.67,7.17,6.75,6.58,7.33,7.33,7.17,0
1250,1251,Arabica,United States of America,North America,77.58,7.58,7.58,7.67,7.58,7.67,7.42,7.42,0
1251,1252,Arabica,Mexico,North America,77.5,6.67,7.17,6.75,6.58,6.75,6.83,6.75,0
1252,1253,Arabica,Guatemala,North America,77.42,6.17,7.08,6.92,6.33,7.0,6.92,7.0,0
1253,1254,Arabica,Brazil,South America,77.33,7.0,7.5,7.33,7.42,7.58,7.58,6.92,0
1254,1255,Arabica,Guatemala,North America,77.33,6.67,7.33,7.0,6.83,7.17,7.17,7.17,0
1255,1256,Arabica,Mexico,North America,77.33,6.83,7.33,7.0,6.67,7.0,6.92,6.92,0
1256,1257,Arabica,Haiti,North America,77.25,6.83,6.83,6.83,6.83,6.75,6.92,6.92,0
1257,1258,Arabica,United States of America,North America,77.25,6.75,7.08,6.92,6.83,6.67,7.58,7.42,0
1258,1259,Arabica,Mexico,North America,77.17,6.92,7.08,7.0,7.0,7.25,7.33,7.25,0
1259,1260,Arabica,Peru,South America,77.0,7.67,7.42,7.75,7.42,7.67,7.92,7.83,0
1260,1261,Arabica,India,Asia,76.83,7.42,7.67,7.33,7.17,6.67,7.17,7.42,0
1261,1262,Arabica,Mexico,North America,76.75,6.58,6.67,6.33,6.42,6.83,7.0,6.92,0
1262,1263,Arabica,Guatemala,North America,76.5,6.5,6.42,6.5,6.5,7.33,6.33,6.92,0
1263,1264,Arabica,Mexico,North America,76.42,6.58,7.17,6.58,6.58,7.0,7.25,6.58,0
1264,1265,Arabica,Guatemala,North America,76.33,7.0,7.5,7.0,6.83,7.5,7.17,7.33,0
1265,1266,Arabica,Guatemala,North America,76.33,6.17,6.17,6.5,6.5,7.17,7.0,6.83,0
1266,1267,Arabica,United States of America,North America,76.25,7.08,7.25,7.08,6.83,7.17,7.33,6.83,0
1267,1268,Arabica,United States of America,North America,76.17,7.5,7.5,7.33,7.33,7.58,7.67,7.25,0
1268,1269,Arabica,Mexico,North America,76.17,6.75,7.42,7.0,6.83,7.08,6.92,6.83,0
1269,1270,Arabica,Indonesia,Asia,76.17,6.67,7.33,7.0,6.5,6.08,7.58,6.33,0
1270,1271,Arabica,Mexico,North America,76.08,6.58,7.08,6.83,6.83,7.17,7.17,7.08,0
1271,1272,Arabica,Honduras,North America,76.0,7.0,6.83,6.83,6.67,6.83,7.0,6.83,0
1272,1273,Arabica,Philippines,Asia,75.83,6.67,6.83,6.5,6.5,6.92,6.75,7.0,0
1273,1274,Arabica,Brazil,South America,75.67,7.0,7.17,7.0,6.83,7.5,7.17,7.0,0
1274,1275,Arabica,Guatemala,North America,75.58,6.83,7.92,7.58,7.17,7.58,7.33,7.17,0
1275,1276,Arabica,Guatemala,North America,75.58,6.5,6.67,6.5,6.33,7.0,7.17,6.75,0
1276,1277,Arabica,Mexico,North America,75.5,6.83,7.5,7.25,6.92,7.0,7.17,6.83,0
1277,1278,Arabica,Mexico,North America,75.17,6.58,7.17,6.92,6.67,6.83,7.25,7.75,0
1278,1279,Arabica,Mexico,North America,75.17,6.67,7.25,6.83,6.67,7.08,7.17,6.83,0
1279,1280,Arabica,Mexico,North America,75.17,6.75,7.17,7.17,6.83,7.17,7.42,6.67,0
1280,1281,Arabica,Mexico,North America,75.0,6.75,7.0,6.92,6.75,6.92,7.17,6.83,0
1281,1282,Arabica,Mexico,North America,74.92,6.42,7.08,6.75,6.58,7.0,7.0,6.75,0
1282,1283,Arabica,Mexico,North America,74.83,7.0,7.33,6.75,6.67,7.25,7.5,7.0,0
1283,1284,Arabica,Guatemala,North America,74.75,6.33,6.75,6.5,6.17,7.0,7.25,6.75,0
1284,1285,Arabica,Guatemala,North America,74.75,6.42,6.75,6.67,6.17,7.17,7.0,6.58,0
1285,1286,Arabica,Mexico,North America,74.67,6.75,7.08,7.0,6.83,7.5,7.33,6.83,0
1286,1287,Arabica,United States of America,North America,74.42,7.33,7.5,7.25,7.0,7.25,7.42,7.33,0
1287,1288,Arabica,Guatemala,North America,74.33,6.0,6.5,6.33,6.5,7.5,7.33,6.83,0
1288,1289,Arabica,Mexico,North America,74.33,6.67,7.0,6.58,6.67,6.83,7.08,6.83,0
1289,1290,Arabica,Mexico,North America,74.0,6.5,6.92,6.42,6.17,7.33,7.25,6.75,0
1290,1291,Arabica,Mexico,North America,73.83,7.08,7.67,7.0,7.17,7.58,7.33,7.33,0
1291,1292,Arabica,United States of America,North America,73.67,7.33,7.17,7.17,7.17,7.58,7.67,6.92,0
1292,1293,Arabica,Brazil,South America,73.5,6.67,7.25,6.58,6.58,7.0,7.0,6.42,0
1293,1294,Arabica,Honduras,North America,73.42,7.08,7.0,7.17,6.83,7.17,7.0,7.17,0
1294,1295,Arabica,Mexico,North America,72.92,6.92,7.08,7.08,6.92,7.08,6.92,6.92,0
1295,1296,Arabica,Colombia,South America,72.83,7.33,8.0,7.33,7.75,7.33,7.42,7.67,0
1296,1297,Arabica,United States of America,North America,72.58,6.92,6.92,6.92,6.92,7.5,7.58,7.17,0
1297,1298,Arabica,Haiti,North America,72.33,6.42,6.92,6.75,7.08,7.17,7.33,6.67,0
1298,1299,Arabica,Costa Rica,North America,71.75,6.25,6.33,6.5,6.33,6.83,6.33,6.5,0
1299,1300,Arabica,Mexico,North America,71.08,6.58,6.92,6.92,6.92,6.92,7.17,7.0,0
1300,1301,Arabica,Mexico,North America,71.0,6.42,6.5,6.67,6.42,7.17,7.33,6.5,0
1301,1302,Arabica,Mexico,North America,70.75,6.75,6.92,7.0,6.83,6.92,7.42,6.92,0
1302,1303,Arabica,Brazil,South America,70.67,6.67,7.0,7.0,6.83,7.0,7.33,6.83,0
1303,1304,Arabica,Honduras,North America,69.33,6.33,6.67,6.5,6.17,6.67,6.83,6.17,0
1304,1305,Arabica,Honduras,North America,69.17,6.5,7.0,6.17,6.17,6.67,6.5,6.17,0
1305,1306,Arabica,Honduras,North America,69.17,6.33,7.0,6.33,6.17,6.5,6.67,6.17,0
1306,1307,Arabica,Mexico,North America,68.33,6.75,7.08,6.83,6.25,7.42,7.25,6.75,0
1307,1308,Arabica,Haiti,North America,67.92,6.42,6.75,6.58,6.42,6.67,7.08,6.67,0
1308,1309,Arabica,Nicaragua,North America,63.08,6.17,7.25,6.58,6.33,6.25,6.42,6.08,0
1309,1310,Arabica,Guatemala,North America,59.83,6.67,7.5,6.67,6.67,7.67,7.33,6.67,0
1310,1311,Arabica,Honduras,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1311,1312,Robusta,Uganda,Africa,83.75,8.0,7.83,8.08,7.75,7.92,8.25,7.92,1
1312,1313,Robusta,India,Asia,83.5,8.0,8.0,7.75,7.92,8.0,7.92,7.92,1
1313,1314,Robusta,India,Asia,83.25,8.0,7.92,7.83,7.92,8.0,7.83,7.92,1
1314,1315,Robusta,Uganda,Africa,83.0,8.08,8.0,7.92,7.92,7.75,7.83,7.75,1
1315,1316,Robusta,Uganda,Africa,83.0,7.67,8.33,7.83,7.83,7.75,8.25,7.75,1
1316,1317,Robusta,India,Asia,82.75,7.75,8.0,7.92,7.67,8.0,7.75,7.92,1
1317,1318,Robusta,India,Asia,82.58,7.83,7.67,7.75,7.83,7.83,7.92,7.75,1
1318,1319,Robusta,India,Asia,82.5,7.92,7.67,7.75,7.83,7.67,7.92,7.83,0
1319,1320,Robusta,India,Asia,82.5,7.92,7.67,7.75,7.58,7.83,7.83,8.0,0
1320,1321,Robusta,Uganda,Africa,82.42,7.83,7.67,7.83,7.83,7.83,7.92,7.75,0
1321,1322,Robusta,Uganda,Africa,81.75,7.83,7.58,7.92,7.75,7.83,7.5,7.67,0
1322,1323,Robusta,India,Asia,81.58,7.75,7.67,7.83,7.75,7.5,7.75,7.58,0
1323,1324,Robusta,India,Asia,81.58,8.33,7.58,7.58,7.67,7.58,7.67,7.67,0
1324,1325,Robusta,Uganda,Africa,81.5,7.67,8.0,7.75,7.75,7.58,7.67,7.5,0
1325,1326,Robusta,Uganda,Africa,81.5,7.75,8.0,7.67,7.75,7.5,7.67,7.58,0
1326,1327,Robusta,India,Asia,81.42,7.83,7.75,7.75,7.67,7.67,7.58,7.58,0
1327,1328,Robusta,India,Asia,81.25,7.83,7.5,7.5,7.25,7.83,7.67,7.83,0
1328,1329,Robusta,Uganda,Africa,80.92,7.58,7.33,7.58,7.5,7.75,7.75,7.67,0
1329,1330,Robusta,Uganda,Africa,80.58,7.42,7.83,7.58,7.33,7.67,7.5,7.5,0
1330,1331,Robusta,Uganda,Africa,80.5,7.5,7.75,7.42,7.33,7.58,7.67,7.58,0
1331,1332,Robusta,India,Asia,80.17,7.5,7.67,7.67,7.5,7.33,7.58,7.5,0
1332,1333,Robusta,India,Asia,80.17,7.58,7.58,7.42,7.42,7.83,7.42,7.5,0
